PCode,REGION,DISTRICT,Code_CSREF,STRUCTURE,PCODE2,TYPE,DATE OUVERTURE,NBRE VILLAGE,DISTANCE,ACCESSIBILITE,Source,obs,Longitude,Latitude
ML06R03C006,TOMBOUCTOU,GOUNDAM,ML06R03,GARGANDO,ML06R03C006,CSCOM,1-Jan-2000,16,75,OUI,OMS Survey,,-4.173699899,16.45809635
ML07R01C010,GAO,GAO,ML07R01,GARGOUNA,ML07R01C010,CSCOM,3-Feb-2007,2,65,OUI,OMS Survey,,0.217890605,15.92764722
ML06R02C006,TOMBOUCTOU,DIRE,ML06R02,GARI,ML06R02C006,CSCOM,1-Aug-2004,8,11,OUI,OMS Survey,,-3.299999898,16.3999996
ML04R02C006,SEGOU,BAROUELI,ML04R02,GARNA,ML04R02C006,CSCOM,3-Feb-2005,7,34,OUI,OMS Survey,,-6.73737,13.32289
ML06R05C009,TOMBOUCTOU,NIAFUNKE,ML06R05,GARNATY,ML06R05C009,CSCOM,1-Jan-2006,15,77,NON,OMS Survey,,-3.506521319,15.82610428
ML05R08C005,MOPTI,YOUWAROU,ML05R08,GATHI,ML05R08C005,CSCOM,1-Jan-2011,33,45,OUI,OMS Survey,,-4.610928899,15.4704441
ML01R06C010,KAYES,NIORO,ML01R06,GAVINANE,ML01R06C010,CSCOM,1-Jan-2006,6,45,OUI,OMS Survey,,-9.888246529,15.13254397
ML06R05C010,TOMBOUCTOU,NIAFUNKE,ML06R05,GAYE MAOUDE,ML06R05C010,CSCOM,1-Jul-2008,14,25,OUI,OMS Survey,,-3.735278,15.865503
ML03R08C006,SIKASSO,YANFOLILA,ML03R08,GELELENKORO,ML03R08C006,CSCOM,1-Mar-2004,1,1,OUI,OMS Survey,,-8.520160778,11.14513535
ML03R01C016,SIKASSO,SIKASSO,ML03R01,GLADIE,ML03R01C016,CSCOM,1-Jun-1999,10,122,OUI,OMS Survey,,-6.301146776,11.10961434
ML03R09C004,SIKASSO,YOROSSO,ML03R09,GNELE,ML03R09C004,CSCOM,1-Jan-1997,4,0,OUI,OMS Survey,,-4.885377524,12.09935147
ML01R06C011,KAYES,NIORO,ML01R06,GOGUI,ML01R06C011,CSCOM,1-Jan-2006,3,68,OUI,OMS Survey,,-9.377,15.56648
ML05R04C004,MOPTI,DJENNE,ML05R04,GOMITOGO,ML05R04C004,CSCOM,1-Oct-1997,17,25,NON,OMS Survey,,-4.653595149,13.90883535
,MOPTI,BANKASS,ML05R03,GOMOSSAGOU,0,CSCOM,,,,,Cluster Nutrition,,-3.691075,13.779314
ML03R01C017,SIKASSO,SIKASSO,ML03R01,GONGASSO,ML03R01C017,CSCOM,5-Jul-1999,11,1,OUI,OMS Survey,,-5.7897419,11.5448136
ML01R01C017,KAYES,KAYES,ML01R01,GORI - GOPELA,ML01R01C017,CSCOM,1-Feb-1997,5,27,OUI,OMS Survey,,-11.33660466,14.61397322
ML01R05C017,KAYES,KITA,ML01R05,GORO,ML01R05C017,CSCOM,1-Jun-2008,12,95,NON,OMS Survey,,-8.93799,12.59932
ML01R07C008,KAYES,YELIMANE,ML01R07,GORY,ML01R07C008,CSCOM,1-Feb-2002,1,20,OUI,OMS Survey,,-10.75722216,15.10444447
ML06R04C005,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,GOSSI,ML06R04C005,CSCOM,1-Jan-2002,11,160,OUI,OMS Survey,,-1.287793146,15.8169046
ML03R08C007,SIKASSO,YANFOLILA,ML03R08,GOUALALA,ML03R08C007,CSCOM,1-Dec-2001,7,95,,OMS Survey,,-8.234,11.23
ML03R06C010,SIKASSO,KOUTIALA,ML03R06,GOUDIE SOUGOUNA,ML03R06C010,CSCOM,27-Oct-2006,3,20,NON,OMS Survey,,,
,SIKASSO,Yorosso,,GOUELE,0,CSCOM,,,,,Cluster Nutrition,,-4.885378,12.099351
ML04R02C007,SEGOU,BAROUELI,ML04R02,GOUENDO,ML04R02C007,CSCOM,1-Nov-2002,9,115,OUI,OMS Survey,,-6.320418776,12.79166585
,SIKASSO,Kadiolo,,GOUENE,0,CSCOM,,,,,Cluster Nutrition,,-5.980813,10.667542
ML02R08C011,KOULIKORO,NARA,ML02R08,GOUMBOU,ML02R08C011,CSCOM,1-Jan-1995,5,28,OUI,OMS Survey,,-6.88594,14.7815
ML01R01C018,KAYES,KAYES,ML01R01,GOUMERA,ML01R01C018,CSCOM,1-May-1999,1,25,OUI,OMS Survey,,-11.29900553,14.55608772
ML06R05C011,TOMBOUCTOU,NIAFUNKE,ML06R05,GOUNAMBOUGOU,ML06R05C011,CSCOM,1-Jan-2006,16,85,NON,OMS Survey,,-3.583931,15.943471
ML05R02C008,MOPTI,BANDIAGARA,ML05R02,GOUNDAKA,ML05R02C008,CSCOM,1-Dec-2004,11,45,NON,OMS Survey,,-3.945100898,14.49440247
ML06R03C007,TOMBOUCTOU,GOUNDAM,ML06R03,GOUNDAM CENTRAL,ML06R03C007,CSCOM,1-Oct-2005,9,0,OUI,OMS Survey,,-3.664014523,16.41205148
ML06R03C000,TOMBOUCTOU,GOUNDAM,ML06R03,GOUNDAM CSREF,ML06R03C000,CSRef,1-Jan-2005,0,85,,OMS Survey,,-3.664014523,16.41205148
ML01R02C011,KAYES,OUSSOUBIDIAGNA,ML01R02,GOUNDARA,ML01R02C011,CSCOM,1-Jun-2008,9,140,NON,OMS Survey,,-10.35721,13.92192
ML01R02C012,KAYES,BAFOULABE,ML01R02,GOUNFAN,ML01R02C012,CSCOM,1-Mar-1999,8,52,NON,OMS Survey,,-11.08800878,13.49147697
ML02R01C003,KOULIKORO,KOULIKORO,ML02R01,GOUNI,ML02R01C003,CSCOM,5-Jan-2007,10,2,OUI,OMS Survey,,-7.535277902,12.87194447
ML06R04C000,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,GOURMA-RHAROUS CSREF,ML06R04C000,CSRef,1-Jan-1996,0,160,,OMS Survey,,-1.92306,16.87778
ML03R05C005,SIKASSO,KOLONDIEBA,ML03R05,GOUROKO,ML03R05C005,CSCOM,1-Dec-1996,5,58,OUI,OMS Survey,,-6.993252151,10.81451522
ML01R03C011,KAYES,DIEMA,ML01R03,GROUMERA,ML01R03C011,CSCOM,1-Jan-2004,8,52,OUI,OMS Survey,,-9.159722278,14.82916647
ML01R03C012,KAYES,DIEMA,ML01R03,GUEDEBINE,ML01R03C012,CSCOM,1-Feb-2001,6,75,OUI,OMS Survey,,-9.397222529,15.1291666
ML02R04C009,KOULIKORO,FANA,ML02R04,GUEGNE,ML02R04C009,CSCOM,1-Oct-2009,5,90,OUI,OMS Survey,,-6.95134,12.74445
,SIKASSO,Yanfolila,,GUELELENKORO,0,CSCOM,,,,,Cluster Nutrition,,-8.520161,11.145135
ML01R05C018,KAYES,KITA,ML01R05,GUEMOUKOURABA,ML01R05C018,CSCOM,1-Apr-2011,4,185,NON,OMS Survey,,-9.320637528,14.2595121
ML03R01C018,SIKASSO,SIKASSO,ML03R01,GUENEBA,ML03R01C018,CSCOM,8-Nov-2010,6,138,OUI,OMS Survey,,-5.874255525,10.95126972
ML01R04C009,KAYES,KENIEBA,ML01R04,GUENEGORE,ML01R04C009,CSCOM,1-Feb-2007,9,0,OUI,OMS Survey,,-11.01873941,12.72721422
ML01R05C019,KAYES,KITA,ML01R05,GUENIKORO,ML01R05C019,CSCOM,1-Apr-2001,5,98,OUI,OMS Survey,,-8.72619,13.30563
ML01R04C010,KAYES,KENIEBA,ML01R04,GUENOUBANTAN,ML01R04C010,CSCOM,1-Jan-2010,6,565,OUI,OMS Survey,,-11.34475,13.2588
ML02R02C005,KOULIKORO,BANAMBA,ML02R02,GUESSENE,ML02R02C005,CSCOM,1-Jan-2010,9,52,OUI,OMS Survey,,-7.66484,13.99971
ML01R06C012,KAYES,NIORO,ML01R06,GUETEMA,ML01R06C012,CSCOM,1-Jan-1993,12,15,OUI,OMS Survey,,-9.583313029,15.11711285
ML02R07C003,KOULIKORO,KOLOKANI,ML02R07,GUIHOYO,ML02R07C003,CSCOM,1-Jan-2011,14,27,OUI,OMS Survey,,-8.245349277,13.49933097
ML05R07C006,MOPTI,TENENKOU,ML05R07,GUILE,ML05R07C006,CSCOM,30-Apr-2010,11,25,NON,OMS Survey,,-4.881111111,14.60972222
ML05R06C010,MOPTI,KORO,ML05R06,GUINAWALO,ML05R06C010,CSCOM,19-Sep-2006,8,50,OUI,OMS Survey,,-3.369541773,14.00465661
ML06R05C012,TOMBOUCTOU,NIAFUNKE,ML06R05,GUINDIGATA NARI,ML06R05C012,CSCOM,1-Jan-2006,12,75,NON,OMS Survey,,-3.683169,16.097955
ML01R04C011,KAYES,KENIEBA,ML01R04,GUINDINSOU,ML01R04C011,CSCOM,1-Jan-2001,11,60,NON,OMS Survey,,-10.99517,12.9986
ML02R08C012,KOULIKORO,NARA,ML02R08,GUIRE,ML02R08C012,CSCOM,1-Jan-2011,11,110,OUI,OMS Survey,,-6.693163651,14.6376816
ML01R03C013,KAYES,DIEMA,ML01R03,GUOMITRADOUGOU,ML01R03C013,CSCOM,1-Mar-2006,7,130,OUI,OMS Survey,,-8.30079,14.50323
ML07R03C010,GAO,BOUREM,ML07R03,HA,ML07R03C010,CSCOM,14-Jan-2010,3,95,,OMS Survey,,-0.273201145,16.62881263
ML06R02C007,TOMBOUCTOU,DIRE,ML06R02,HAIBONGO,ML06R02C007,CSCOM,1-Dec-2001,12,22,NON,OMS Survey,,-3.245689023,16.2205276
,KAYES,NIORO,,HAMAKE,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
ML07R01C011,GAO,GAO,ML07R01,HAMAKOULADJI,ML07R01C011,CSCOM,1-Jan-2000,4,50,OUI,OMS Survey,,-0.113264,16.610521
ML03R06C011,SIKASSO,KOUTIALA,ML03R06,HAMDALAYE,ML03R06C011,CSCOM,1-Jan-1998,3,10,,OMS Survey,,-5.469176,12.382318
ML03R01C019,SIKASSO,SIKASSO,ML03R01,HAMDALLAYE SIKASSO,ML03R01C019,CSCOM,1-Jan-1997,9,5,OUI,OMS Survey,,-5.701,11.3
ML01R07C009,KAYES,YELIMANE,ML01R07,HAMDALLAYE YELIMANE,ML01R07C009,CSCOM,1-Jul-2006,3,95,NON,OMS Survey,,-10.25294878,15.19667947
ML06R04C006,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,HAMZAKOMA,ML06R04C006,CSCOM,1-Jul-2009,17,75,OUI,OMS Survey,,-2.24907,16.44823
,TOMBOUCTOU,Goundam,,HANGABERA,0,CSCOM,,,,,Cluster Nutrition,,-3.72602,16.587391
ML07R01C012,GAO,GAO,ML07R01,HAOUSSA FOULANE,ML07R01C012,CSCOM,1-Jan-2004,3,45,OUI,OMS Survey,,0.131412105,15.98857285
ML06R04C007,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,HARIBOMO,ML06R04C007,CSCOM,27-Oct-2006,27,175,OUI,OMS Survey,,-2.635572362,16.26273
ML07R02C005,GAO,ANSONGO,ML07R02,HERBA - KOUSOUM,ML07R02C005,CSCOM,1-Jul-2007,3,100,,OMS Survey,,0.533535106,15.52458973
ML02R06C004,KOULIKORO,KATI,ML02R06,HEREMAKONON,ML02R06C004,CSCOM,1-Jan-2003,3,34,OUI,OMS Survey,,-7.927777778,12.31583333
ML05R05C007,MOPTI,DOUENTZA,ML05R05,HOMBORI,ML05R05C007,CSCOM,15-Nov-1997,23,150,OUI,OMS Survey,,-1.700118896,15.27671122
ML06R01C011,TOMBOUCTOU,TOMBOUCTOU,ML06R01,HONDOUBOMO KOINA,ML06R01C011,CSCOM,5-Jun-2003,4,18,OUI,OMS Survey,,-2.43411,16.94769
ML07H01H001,GAO,GAO,ML07H01,HOPITAL DE GAO,ML07H01H001,Hôpital,15-Jul-2003,0,0,,OMS Survey,,-0.038569387,16.2664392
ML02H01U001,KOULIKORO,KATI,ML02H01,HOPITAL DE KATI,ML02H01U001,Hôpital,1-Jan-2011,0,0,,OMS Survey,,-8.05018,12.71684
ML05H02H002,MOPTI,MOPTI,ML05H02,Hôpital de SEVARE,ML05H02H002,Hôpital,1-Jan-2011,0,0,,OMS Survey,,-4.09344,14.52742
ML03H01H001,SIKASSO,SIKASSO,ML03H01,HOPITAL DE SIKASSO,ML03H01H001,Hôpital,1-Oct-2010,0,0,,OMS Survey,,-5.66654,11.31755
ML06H01H001,TOMBOUCTOU,TOMBOUCTOU,ML06H01,HOPITAL de TOMBOUCTOU,ML06H01H001,Hôpital,1-Jan-1992,0,0,,OMS Survey,,-3.00742,16.77348
ML08H06U005,BAMAKO,COMMUNE6,ML08H06,HOPITAL du MALI,ML08H06U005,Hôpital,7-Sep-2011,0,0,,OMS Survey,,-7.9092,12.63035
ML01H01H001,KAYES,KAYES,ML01H01,HOPITAL FOUSSEYNI DAOU,ML01H01H001,Hôpital,1-Apr-2003,0,0,,OMS Survey,,-11.425543,14.433267
ML08H04H002,BAMAKO,COMMUNE4,ML08H04,Hôpital MALI GAVARDO,ML08H04H002,Hôpital,1-Jan-2011,0,0,,OMS Survey,,-8.05005,12.58341
ML08H04H001,BAMAKO,COMMUNE4,ML08H04,Hôpital Mère et Enfant,ML08H04H001,Hôpital,24-Nov-1998,0,0,,OMS Survey,,-8.02207,12.64918
,SEGOU,Segou,,HOPITAL REGIONAL SEGOU,0,Hôpital,,,,,Cluster Nutrition,,-6.268655,13.44288
ML05H02H001,MOPTI,MOPTI,ML05H01,Hôpital SOMINO DOLO,ML05H02H001,Hôpital,1-Jan-1958,0,0,,OMS Survey,,,
ML07R02C006,GAO,ANSONGO,ML07R02,HOURARA,ML07R02C006,CSCOM,1-Jul-2007,6,20,OUI,OMS Survey,,0.39591,15.10595
ML05R02C009,MOPTI,BANDIAGARA,ML05R02,IBY-AMATO,ML05R02C009,CSCOM,1-May-2008,8,30,OUI,OMS Survey,,-3.26574,14.47199
ML07R03C011,GAO,BOUREM,ML07R03,IMILACHE,ML07R03C011,CSCOM,1-Jan-1999,4,250,OUI,OMS Survey,,-0.885887036,17.82259486
,GAO,Gao,,IMNAGUEL,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
ML06R04C008,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,INADIATAFANE,ML06R04C008,CSCOM,1-Aug-1999,3,35,OUI,OMS Survey,,-2.156111022,15.64333348
,KIDAL,TESSALIT,ML09R03,INAFAKEL,0,CSCOM,,,,,Cluster Nutrition,,0.894166667,19.00194444
,KIDAL,TESSALIT,ML09R03,INAMZIL,0,CSCOM,,,,,Cluster Nutrition,,0.7351,19.4548
ML07R04C003,GAO,MENAKA,ML07R04,INCHINANANE,ML07R04C003,CSCOM,18-Dec-2002,12,160,OUI,OMS Survey,,3.05607,16.24868
ML07R02C007,GAO,ANSONGO,ML07R02,INDELI0ANE,ML07R02C007,CSCOM,15-Feb-2010,15,120,OUI,OMS Survey,,1.04388,16.13068
ML07R04C004,GAO,MENAKA,ML07R04,INEKAR,ML07R04C004,CSCOM,1-Feb-2007,9,100,OUI,OMS Survey,,3.157771483,15.9389756
ML07R04C005,GAO,MENAKA,ML07R04,INTADEYNI,ML07R04C005,CSCOM,1-Feb-2000,6,35,NON,OMS Survey,,2.50747,16.28387
ML08H03U003,BAMAKO,COMMUNE3,ML08H03,IOTA,ML08H03U003,Hôpital,1-Jan-1953,0,0,,OMS Survey,,-7.99407,12.652
ML05R02C010,MOPTI,BANDIAGARA,ML05R02,IRELI,ML05R02C010,CSCOM,20-Aug-2000,15,62,OUI,OMS Survey,,-3.40491,14.33749
ML06R03C008,TOMBOUCTOU,GOUNDAM,ML06R03,ISSA BERRY,ML06R03C008,CSCOM,1-Jun-2008,1,55,OUI,OMS Survey,,-4.465716838,17.67433495
ML06R01C012,TOMBOUCTOU,TOMBOUCTOU,ML06R01,ISSA FAYE,ML06R01C012,CSCOM,1-Aug-1999,9,35,OUI,OMS Survey,,-3.180751,16.628796
ML03R05C006,SIKASSO,KOLONDIEBA,ML03R05,KAARA,ML03R05C006,CSCOM,1-Aug-1994,9,48,OUI,OMS Survey,,-6.713,11.3
,TOMBOUCTOU,Dire,,KABAIKA (NF),0,CSCOM,,,,,Cluster Nutrition,,-3.160191,16.167723
ML02R06C023,KOULIKORO,KATI,ML02R06,KABALABOUGOU,ML02R06C023,CSCOM,1-Jan-2003,1,25,OUI,OMS Survey,,-7.94361,12.49565
ML06R01C013,TOMBOUCTOU,TOMBOUCTOU,ML06R01,KABARA,ML06R01C013,CSCOM,1-Jul-1999,4,7,OUI,OMS Survey,,-2.991892115,16.72119692
ML03R01C020,SIKASSO,SIKASSO,ML03R01,KABARASSO,ML03R01C020,CSCOM,6-Sep-1999,12,75,,OMS Survey,,-5.93729565,12.00773122
ML03R04C002,SIKASSO,KIGNAN,ML03R04,KABARASSO,ML03R04C002,CSCOM,6-Sep-1999,12,1,OUI,OMS Survey,,-5.93729565,12.00773122
ML01R05C020,KAYES,KITA,ML01R05,KABELEA,ML01R05C020,CSCOM,1-Apr-2009,4,230,OUI,OMS Survey,,-9.83757,12.18147
ML03R01C021,SIKASSO,SIKASSO,ML03R01,KABOILA,ML03R01C021,CSCOM,1-Mar-2002,6,12,OUI,OMS Survey,,-5.6336209,11.21047497
ML05R07C007,MOPTI,TENENKOU,ML05R07,KADIAL,ML05R07C007,CSCOM,1-Dec-1997,10,75,NON,OMS Survey,,-4.368,14.63435
ML03R05C007,SIKASSO,KOLONDIEBA,ML03R05,KADIANA,ML03R05C007,CSCOM,1-Jan-1998,22,60,OUI,OMS Survey,,-6.504262151,10.7502196
ML03R03C005,SIKASSO,KADIOLO,ML03R03,KADIOLO CENTRAL,ML03R03C005,CSCOM,1-Aug-2005,16,1,OUI,OMS Survey,,-5.7621084,10.55218085
ML03R03C000,SIKASSO,KADIOLO,ML03R03,KADIOLO CSREF,ML03R03C000,CSRef,1-Apr-1999,0,110,,OMS Survey,,-5.7621084,10.55218085
ML03R01C022,SIKASSO,SIKASSO,ML03R01,KAFANA,ML03R01C022,CSCOM,26-Jun-1996,9,68,NON,OMS Survey,,-6.1369609,11.51226337
ML03R01C023,SIKASSO,SIKASSO,ML03R01,KAFOUZIELA,ML03R01C023,CSCOM,19-Jul-1999,6,20,OUI,OMS Survey,,-5.61027765,11.438056
ML01R05C021,KAYES,KITA,ML01R05,KAGORO-MOUNTAN,ML01R05C021,CSCOM,1-Jun-2002,6,165,OUI,OMS Survey,,-9.51558,14.14613
ML03R03C006,SIKASSO,KADIOLO,ML03R03,KAI,ML03R03C006,CSCOM,25-Sep-1994,8,75,OUI,OMS Survey,,-5.69880915,10.9684916
ML07R02C008,GAO,ANSONGO,ML07R02,KAIDJOUROUTANE,ML07R02C008,CSCOM,1-May-2011,11,1,NON,OMS Survey,,-0.33063,15.32828
ML01R01C019,KAYES,KAYES,ML01R01,KAKADIAN,ML01R01C019,CSCOM,1-Jan-2006,5,125,OUI,OMS Survey,,-11.84872,14.01008
ML05R01C006,MOPTI,MOPTI,ML05R01,KAKAGNA,ML05R01C006,CSCOM,1-Jan-2001,8,54,NON,OMS Survey,,-4.30247,14.89768
ML08R04C010,BAMAKO,COMMUNE4,ML08R04,KALABANBOUGOU,ML08R04C010,CSCOM,1-Nov-2011,2021,6,OUI,OMS Survey,,-8.05009,12.56673
,KOULIKORO,Kati,,KALABANCORO,0,CSCOM,,,,,Cluster Nutrition,,-8.029283,12.569252
ML04R02C008,SEGOU,BAROUELI,ML04R02,KALAKE,ML04R02C008,CSCOM,1-Nov-2002,10,12,OUI,OMS Survey,,-6.856107776,12.9680821
ML03R08C008,SIKASSO,YANFOLILA,ML03R08,KALANA,ML03R08C008,CSCOM,1-Jun-2009,5,22,OUI,OMS Survey,,-8.196317027,10.78641122
ML02R06C024,KOULIKORO,KATI,ML02R06,KALIFABOUGOU,ML02R06C024,CSCOM,16-Jun-2002,14,35,OUI,OMS Survey,,-8.189445018,13.06939017
,KOULIKORO,Nara,,KALOUMBA,0,CSCOM,,,,,Cluster Nutrition,,-7.497587,14.857091
ML02R03C008,KOULIKORO,DIOILA,ML02R03,KAMABOUGOU,ML02R03C008,CSCOM,1-Jan-2010,5,83,OUI,OMS Survey,,-6.78136,12.54566
ML02R01C004,KOULIKORO,KOULIKORO,ML02R01,KAMANI,ML02R01C004,CSCOM,22-Jun-2009,6,1,OUI,OMS Survey,,-7.08943,13.13321
ML05R02C011,MOPTI,BANDIAGARA,ML05R02,KAMBA,ML05R02C011,CSCOM,1-May-2008,9,15,,OMS Survey,,-3.42249,14.40518
ML02R06C025,KOULIKORO,KATI,ML02R06,KANADJIGUILA,ML02R06C025,CSCOM,1-Jan-2006,1,20,OUI,OMS Survey,,-8.086111111,12.56833333
,TOMBOUCTOU,Goundam,,KANAYE,0,CSCOM,,,,,Cluster Nutrition,,-3.597292,16.422016
ML02R05C003,KOULIKORO,KANGABA,ML02R05,KANGABA CENT0AL,ML02R05C003,CSCOM,2-Oct-2002,8,1,NON,OMS Survey,,-8.411233028,11.93972447
ML02R05C000,KOULIKORO,KANGABA,ML02R05,KANGABA CSREF,ML02R05C000,CSRef,1-Jan-2011,0,95,,OMS Survey,,-8.411233028,11.93972447
ML03R07C004,SIKASSO,SELINGUE,ML03R07,KANGARE,ML03R07C004,CSCOM,1-Feb-1999,12,3,NON,OMS Survey,,-8.201047902,11.64124326
ML01R07C010,KAYES,YELIMANE,ML01R07,KANGUESSANOU,ML01R07C010,CSCOM,1-Feb-2001,4,35,NON,OMS Survey,,-10.5953209,14.88313947
ML05R03C009,MOPTI,BANKASS,ML05R03,KANI - BONZON,ML05R03C009,CSCOM,27-Jul-1998,11,1,OUI,OMS Survey,,-3.633556648,14.13323835
ML04R07C009,SEGOU,SAN,ML04R07,KANIEGUE,ML04R07C009,CSCOM,15-Jun-2005,20,60,NON,OMS Survey,,-5.02057,12.94677
ML05R02C012,MOPTI,BANDIAGARA,ML05R02,KANI-GOGOUNA,ML05R02C012,CSCOM,1-Jan-1999,43,45,OUI,OMS Survey,,-3.393029898,14.56214997
ML05R05C008,MOPTI,DOUENTZA,ML05R05,KANIOUME,ML05R05C008,CSCOM,21-Mar-2008,8,50,OUI,OMS Survey,,-3.04497,15.77921
ML05R04C005,MOPTI,DJENNE,ML05R04,KAOURAL - Ben KADI,ML05R04C005,CSCOM,20-Oct-1994,23,55,NON,OMS Survey,,-4.216726111,14.016725
ML03R01C024,SIKASSO,SIKASSO,ML03R01,KAPALA,ML03R01C024,CSCOM,1-Sep-2003,1,39,OUI,OMS Survey,,-5.7211289,11.1146856
ML04R04C002,SEGOU,MACINA,ML04R04,KARA,ML04R04C002,CSCOM,1-Jan-2001,7,25,NON,OMS Survey,,-5.55822,13.87439
ML04R07C010,SEGOU,SAN,ML04R07,KARABA,ML04R07C010,CSCOM,1-May-1998,17,40,NON,OMS Survey,,-4.894444524,12.91694447
ML07R03C012,GAO,BOUREM,ML07R03,KARABASSANE,ML07R03C012,CSCOM,2-Jan-2010,7,50,OUI,OMS Survey,,-0.362222222,16.86555556
ML03R06C012,SIKASSO,KOUTIALA,ML03R06,KARAGOUANA,ML03R06C012,CSCOM,3-Feb-2001,1,64,OUI,OMS Survey,,-5.761944275,12.5663891
ML05R06C011,MOPTI,KORO,ML05R06,KARAKINDE,ML05R06C011,CSCOM,5-Feb-2005,9,60,OUI,OMS Survey,,-2.92389,14.36593
ML02R05C004,KOULIKORO,KANGABA,ML02R05,KARAN,ML02R05C004,CSCOM,15-May-1997,4,45,NON,OMS Survey,,-8.525721653,12.12919972
ML03R09C005,SIKASSO,YOROSSO,ML03R09,KARANGANA,ML03R09C005,CSCOM,1-Jan-1988,9,45,OUI,OMS Survey,,-5.038154524,12.21884272
ML03R01C025,SIKASSO,SIKASSO,ML03R01,KARANGASSO,ML03R01C025,CSCOM,1-Jan-2010,2,35,OUI,OMS Survey,,-6.265858841,11.46183506
ML03R06C013,SIKASSO,KOUTIALA,ML03R06,KARANGASSO,ML03R06C013,CSCOM,1-Jan-2002,5,2,,OMS Survey,,-5.25680015,12.27959822
ML02R08C013,KOULIKORO,NARA,ML02R08,KARFABOUGOU,ML02R08C013,CSCOM,1-Jan-2011,8,155,OUI,OMS Survey,,-7.95386,14.43165
ML05R02C013,MOPTI,BANDIAGARA,ML05R02,KARGUE,ML05R02C013,CSCOM,10-Mar-2003,29,113,NON,OMS Survey,,-3.814884148,14.7919311
ML01R04C012,KAYES,KENIEBA,ML01R04,KASSAMA,ML01R04C012,CSCOM,1-Feb-2008,16,45,OUI,OMS Survey,,-11.12150766,13.05341535
ML01R05C022,KAYES,KITA,ML01R05,KASSARO,ML01R05C022,CSCOM,1-Jan-1999,16,73,OUI,OMS Survey,,-8.881685028,12.95162797
ML04R07C011,SEGOU,SAN,ML04R07,KASSOROLA,ML04R07C011,CSCOM,1-Jun-1999,23,65,OUI,OMS Survey,,-4.89878,12.70283
,SIKASSO,Kadiolo,,KATELE,0,CSCOM,,,,,Cluster Nutrition,,-5.61718,10.628559
ML02R06C026,KOULIKORO,KATI,ML02R06,KATI COCO,ML02R06C026,CSCOM,7-Feb-2005,4,0,OUI,OMS Survey,,-8.0501,12.70453
ML02R06C000,KOULIKORO,KATI,ML02R06,KATI CSREF,ML02R06C000,CSRef,1-Jan-2011,0,2,,OMS Survey,,-8.0501,12.70453
ML03R03C007,SIKASSO,KADIOLO,ML03R03,KATIELE,ML03R03C007,CSCOM,5-May-2001,3,65,OUI,OMS Survey,,-6.025,10.26
ML04R01C011,SEGOU,SEGOU,ML04R01,KATIENA,ML04R01C011,CSCOM,1-Oct-1995,23,85,OUI,OMS Survey,,-5.64188365,13.31861722
ML01R01C020,KAYES,KAYES,ML01R01,KAYES - KHASSO,ML01R01C020,CSCOM,1-May-1995,5,2,OUI,OMS Survey,,-11.43154214,14.44944286
ML01R01C000,KAYES,KAYES,ML01R01,KAYES CSREF,ML01R01C000,CSRef,1-Jul-2011,0,3,,OMS Survey,,-11.43366532,14.4417337
ML01R01C021,KAYES,KAYES,ML01R01,KAYES LAFIABOUGOU,ML01R01C021,CSCOM,1-Sep-2004,1,2,OUI,OMS Survey,,-11.44302182,14.43940777
ML01R01C022,KAYES,KAYES,ML01R01,KAYES LIBERTE,ML01R01C022,CSCOM,1-Feb-2011,11,35,OUI,OMS Survey,,-11.43366532,14.4417337
ML01R01C023,KAYES,KAYES,ML01R01,KAYES NDI,ML01R01C023,CSCOM,16-Oct-1996,13,2,NON,OMS Survey,,-11.44143228,14.45784835
ML04R03C011,SEGOU,BLA,ML04R03,KAZANGASSO,ML04R03C011,CSCOM,1-Apr-2004,8,47,OUI,OMS Survey,,-5.56771461,13.03869459
ML03R03C008,SIKASSO,KADIOLO,ML03R03,KEBENI,ML03R03C008,CSCOM,9-Jan-2001,6,30,OUI,OMS Survey,,-5.541,10.7
ML03R05C008,SIKASSO,KOLONDIEBA,ML03R05,KEBILA,ML03R05C008,CSCOM,1-Jan-1973,19,30,OUI,OMS Survey,,-7.041431651,11.27320922
ML05R04C006,MOPTI,DJENNE,ML05R04,KEKE,ML05R04C006,CSCOM,15-Oct-1997,17,45,OUI,OMS Survey,,-4.635995149,13.67513297
ML03R02C018,SIKASSO,BOUGOUNI,ML03R02,KELEYA,ML03R02C018,CSCOM,1-Jan-1999,23,63,OUI,OMS Survey,,-7.792066652,11.82689147
ML01R02C013,KAYES,OUSSOUBIDIAGNA,ML01R02,KEMBE,ML01R02C013,CSCOM,1-Dec-2001,3,176,OUI,OMS Survey,,-10.68261,14.51206
ML04R03C012,SEGOU,BLA,ML04R03,KEMENI,ML04R03C012,CSCOM,1-Dec-1994,8,25,OUI,OMS Survey,,-5.550535025,12.96115322
